Id,L0_S5_F116,L3_S36_F3934,L1_S25_F2530,L3_S30_F3504,L2_S26_F3062,L1_S24_F1036,L1_S25_F2061,L1_S25_F2662,L3_S44_F4118,L1_S25_F2144,L1_S24_F1411,L1_S24_F1467,L1_S25_F2712,L0_S19_F459,L3_S37_F3946,L1_S25_F2990,L1_S24_F808,L1_S25_F2747,L3_S29_F3367,L1_S25_F2466,L1_S25_F2749,L1_S24_F1520,L3_S30_F3609,L1_S24_F829,L0_S3_F88,L1_S25_F2545,L1_S24_F790,L1_S25_F2682,L1_S25_F2504,L1_S24_F1426,L0_S15_F394,L1_S25_F2842,L0_S21_F517,L1_S24_F1068,L1_S25_F2096,L1_S25_F2808,L0_S0_F4,L1_S24_F1235,L0_S17_F433,L3_S41_F4002,L3_S30_F3579,L1_S25_F2176,L3_S35_F3884,L1_S24_F844,L2_S28_F3259,L3_S29_F3479,L0_S11_F294,L1_S24_F897,L1_S25_F2594,L0_S12_F338,Response
14627,,0.0,,-4.0,,,,,,,,,,-57.0,0.0,,,,-0.054000000000000006,,,,,,,,,,,,12.0,,-3.0,,,,,,,,,,,,,0.08199999999999999,,,,2.0,0
14629,,0.0,,4.0,,,,,,,,,,,0.0,,,,0.07,,,,-31.0,,0.0,,,,,,,,,,,,-361.0,,,,-78.0,,,,,-51.0,,,,,0
14630,,,,3.0,81.0,,,,,,,,,,0.0,,,,-207.0,,,,6.0,,,,,,,,,,,,,,,,,,73.0,,0.0,,,-35.0,,,,,0
14631,,0.0,,-1.0,,,46.0,,,-53.0,,,,,0.0,,,,-0.097,,,,-2.0,,,,,,,,,,,,,,,,,,-0.018000000000000002,-355.0,,,,0.0,,,,,0
14632,,,,2.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,0.0,,,165.0,-0.011,,,,0
14633,-83.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,-66.0,,,,73.0,,,,,,,,,,,,,,294.0,,,,43.0,,,,,-63.0,0.044,,,,0
14638,,0.0,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.11,,,,,,,,12.0,,,,,,,,,,0.104,,,,,-0.02,,,,0.058,0
14640,,0.0,,-3.0,-114.0,,21.0,,,152.0,,,,,0.0,,,,0.23,,,,1.0,,,,,,,,,,,,,,,,,,0.013,-0.041,,,,-55.0,,,,,0
14641,,,,4.0,-0.189,,-91.0,,,-5.0,,,,,0.0,,,,-0.097,,,,32.0,,,,,,,,,,,,,,,,,,-0.108,-0.118,0.0,,,-24.0,,,,,0
14642,-83.0,,,4.0,,,,,,,,,,,0.0,,,,23.0,,,,19.0,,,,,,,,,,,,,,-0.052000000000000005,,,,-48.0,,0.0,,,-24.0,,,,,0
14643,-0.104,0.0,,-5.0,,,,,,,,,,,0.0,,,,-207.0,,,,86.0,,,,,,,,,,,,,,-161.0,,,,-78.0,,,,,-0.027000000000000003,,,,,0
14645,,,,0.0,0.058,,,,,,,,,,0.0,0.02,,,0.23,,,,-129.0,,,,,,,,,4.0,,,,-3.0,,,,,73.0,,0.0,,,78.0,,,,,0
14647,-0.12,,,-4.0,,,,,,,,,,,0.0,,,,-0.17600000000000002,,,,,,,,,,,,,,,,,,-0.052000000000000005,,,,,,0.0,,,55.0,,,,,0
14648,-0.12,,,-4.0,,,,,,,,,,,0.0,,,,-0.17600000000000002,,,,,,,,,,,,,,,,,,-0.052000000000000005,,,,,,0.0,,,55.0,,,,,0
14649,243.0,0.0,,0.0,-0.21600000000000005,,,,,,,,,,0.0,,,,-0.097,,,,53.0,,,,,,,,,,,,,,-0.197,,,,-78.0,,,,,-31.0,-38.0,,,,0
14650,-17.0,,,-5.0,,,,,,,,,,,0.0,,,,78.0,,,,-114.0,,0.0,,,,,,,,,,,,-179.0,,,,134.0,,0.0,,,0.09,,,,,0
14652,,0.0,,4.0,,,,,,,,,,,0.0,,,,12.0,,,,0.029,,0.0,,,,,,,,,,,,3.0,,,,-0.018000000000000002,,,,,-4.0,,,,,0
14654,-57.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,385.0,,,,,,0.0,,,,,,,,,,,,-15.0,,,,,,,,,78.0,8.0,,,,0
14655,84.0,,,-4.0,-248.0,,,,,,,,,,0.0,,,,-207.0,,,,138.0,,,,,,,,,,,,,,-0.197,,,,-0.018000000000000002,,0.0,,,-12.0,,,,,0
14656,,,,,-19.0,,,,62.0,,-254.0,-0.018000000000000002,,,,,,,,,,,,,,,,,,5.0,,,,,,,,-0.037000000000000005,,0.0,,,,,,,,,,,0
14660,,0.0,,1.0,0.08199999999999999,,,,,,,,,38.0,0.0,,,,366.0,,,,-0.018000000000000002,,,,,,,,12.0,,,,,,,,,,225.0,,,,,-0.09,,,,0.16899999999999998,0
14661,,0.0,,-4.0,,,,,,,,,,,0.0,,,,0.14800000000000002,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,-71.0,0.117,,,,0
14663,0.17600000000000002,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.13699999999999998,,,,0.014,,0.0,,,,,,,,,,,,-215.0,,,,73.0,,,,,0.0,218.0,,,,0
14665,-191.0,,,-1.0,,,,,,,,,,,0.0,,,,-38.0,,,,16.0,,,,,,,,,,,,,,-0.343,,,,-78.0,,0.0,,,-47.0,,,,,0
14666,-191.0,,,-1.0,,,,,,,,,,,0.0,,,,-38.0,,,,16.0,,,,,,,,,,,,,,-0.343,,,,-78.0,,0.0,,,-47.0,,,,,0
14669,,0.0,,1.0,111.0,,,,,,,,,,0.0,,,,121.0,,,-134.0,32.0,,,,,,,,,,,,,,,,,,0.104,,,,,-12.0,,,,,0
14676,-94.0,0.0,,4.0,,,,,,,,,,,0.0,,,,-0.097,,,,0.05,,0.0,,,,,,,,,,,,-33.0,,,,-0.018000000000000002,,,,,-0.059,,,,,0
14677,,,,6.0,,,,,,,,,,,0.0,,,,0.238,,,,-0.08,,0.0,,,,,,,,,,,,312.0,,,,467.0,,0.0,,,-12.0,,,,,0
14678,,,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,,-0.056,,0.0,,,,,,,,,,,,0.33,,,,43.0,,0.0,,,-31.0,,,,,0
14679,0.08900000000000001,0.0,,0.0,,,,,,,,,,,0.0,,,,285.0,,,,-0.054000000000000006,,0.0,,,,,,,,,,,,3.0,,,,43.0,,,,,-47.0,,,,,0
14681,,0.0,,3.0,51.0,,,,,,,,,,0.0,,,,131.0,,,-0.04,-51.0,,,,,,,,,,,,,,,,,,43.0,,,,,43.0,,,,,0
14684,-0.022,,,1.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.054000000000000006,,,,,,,,,,,,,,-0.197,,,,-48.0,,0.0,,,-106.0,,,,,0
14686,-204.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,0.23,,,,-23.0,,,,,,,,,,,,,,-179.0,,,,0.013,,,,,-35.0,-0.01,,,,0
14687,,,,0.0,,,,,,,,,,,0.0,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,-53.0,0
14689,,0.0,,1.0,,,,,,,,,,,0.0,,,,-0.118,,,,-0.08199999999999999,,0.0,,,,,,,,,,,,-179.0,,,,73.0,,,,,145.0,128.0,,,,0
14691,,,,8.0,,,,,,,,,,,0.0,,,,-218.0,,,,,,,,,,,,12.0,,-5.0,,,,,,-0.37,,,,0.0,,,75.0,,,,0.058,0
14692,,0.0,,3.0,-193.0,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,-24.0,,,,,0
14696,-48.0,,,0.009000000000000001,,,,,,,,,,,0.0,,,,12.0,,,,24.0,,0.0,,,,,,,,,,,,294.0,,,,-48.0,,0.0,,223.0,-8.0,,,,,0
14698,38.0,,,-5.0,,,,,,,,,,,0.0,,,,0.18600000000000005,,,,-124.0,,,,,,,,,,,,,,-161.0,,,,-0.018000000000000002,,0.0,,,-12.0,0.0,,,,0
14699,38.0,,,-5.0,,,,,,,,,,,0.0,,,,0.18600000000000005,,,,-124.0,,,,,,,,,,,,,,-161.0,,,,-0.018000000000000002,,0.0,,,-12.0,0.0,,,,0
14700,,0.0,,0.009000000000000001,,,,,,,,,,,0.0,,,,-0.097,,,,-0.059,,,,,,,,,,,,,,-33.0,,,,-78.0,,,,,-63.0,,,,,0
14701,,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-98.0,,0.0,,,,,,,,,,,,312.0,,,,-0.018000000000000002,,0.0,,,43.0,,,,,0
14702,,0.0,,1.0,,,,,,,,,,,0.0,,,,0.23,,,,0.06,,,,,,,,-0.08800000000000001,,,,,,,,,,-0.018000000000000002,,,,,0.0,,,,0.16899999999999998,0
14710,,0.0,,1.0,63.0,,,,,,,,,,0.0,,,,0.07,,,,,,,,,,,,,-0.01,,,,8.0,,,,,,,,,,78.0,,,,,0
14711,,0.0,,6.0,0.119,,,,,,-12.0,-12.0,,,0.0,,,,-0.097,,,,16.0,,,,,,,-19.0,,,,,,,,-0.07,,,0.013,,,,,-51.0,,,,,0
14712,-19.0,,,1.0,,,,,,,,,,,0.0,,,,-228.0,,,,42.0,,0.0,,,,,,,,,,,,-0.197,,,,134.0,,0.0,,,161.0,,,,,0
14714,38.0,0.0,,3.0,,,,,,,,,,,0.0,,,,0.393,,,,-0.01,,0.0,,,,,,,,,,,,0.33,,,,-48.0,,,,,-94.0,,,,,0
14721,,,,-5.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,12.0,,0.014,,,,,,,,,,0.0,,,,,,,2.0,0
14723,,0.0,,1.0,0.08,,,,,,,,,,0.0,,,,-0.097,,,-19.0,151.0,,,,,,,,,,,,,,,,,,-48.0,,,,,-47.0,,,,,0
14724,,,,0.0,-24.0,-146.0,,,,,,,,,0.0,,69.0,,-85.0,,,,-23.0,,,,-19.0,,,,,,,0.018000000000000002,,,,,,,-78.0,,0.0,,,-16.0,,,,,0
14725,-46.0,0.0,,3.0,,,,,,,,,,,0.0,,,,-218.0,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,,,,,,0
14727,,,,1.0,-0.04,,,,,,,,,,0.0,,,,-193.0,,,0.0,-124.0,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,-0.02,,,,,0
14728,-193.0,0.0,,-2.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,0.08199999999999999,,,,,0
14729,-0.093,,,-5.0,,,,,,,,,,,0.0,,,,78.0,,,,-0.101,,,,,,,,,,,,,,294.0,,,,-0.108,,0.0,,,0.09,,,,,0
14730,,,,-3.0,,,,,,,,,,-0.041,0.0,,,,42.0,,,,154.0,,,,,,,,12.0,,,,,,,,185.0,,0.013,,0.0,,,-67.0,,,,-0.16399999999999998,0
14732,,0.0,,3.0,,,,,,,,,,,0.0,,,,0.34,,,,214.0,,0.0,,,,,,,,,,,,-33.0,,,,0.013,,,,,35.0,-87.0,,,,0
14734,,,,-5.0,,,,,,,,,,,0.0,,,,-38.0,,,,-69.0,,0.0,,,,,,,,,,,,-33.0,,,,73.0,,0.0,,,-71.0,-0.027000000000000003,,,,0
14736,,0.0,,8.0,,,,,,,,,,159.0,0.0,,,,-0.18,,,,,,,,,,,,,,-33.0,,,,,,-124.0,,,,,,,184.0,,,,2.0,0
14738,78.0,,,-5.0,,,,,,,,,,,0.0,,,,-0.118,,,,-0.01,,,,,,,,,,,,,,-179.0,,,,195.0,,0.0,,,39.0,,,,,0
14744,,0.0,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.059,,,,,,,,0.112,,,,,,,,,,73.0,,,,,-78.0,,,,-53.0,0
14748,-81.0,0.0,,4.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.036000000000000004,,,,,,,,,,,,,,-179.0,,,,-78.0,,,,,-67.0,-0.101,,,,0
14749,-201.0,0.0,,6.0,,,,,,,,,,,0.0,,,,285.0,,,,-33.0,,0.0,,,,,,,,,,,,3.0,,,,73.0,,,,,-78.0,,,,,0
14750,-149.0,0.0,,1.0,,,,,,,,,,,0.0,,,,-146.0,,,,0.05,,,,,,,,,,,,,,-0.197,,,,0.013,,,,,-98.0,-38.0,,,,0
14752,,,,-4.0,,,,,,,,,,,0.0,,,,-66.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,0.0,,,0.11,,,,,0
14754,,,,0.0,,,,,,,,,,,0.0,,,,121.0,,,,32.0,,0.0,,,,,,,,,,,,-161.0,,,,-0.108,,0.0,,,12.0,,,,,0
14755,,,,,,,,,-151.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-215.0,,,0.0,,,,,,,,,,,0
14756,,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,,-0.119,,,,,,,,,,,,,,-179.0,,,,-0.018000000000000002,,,,,12.0,,,,,0
14757,,,,-2.0,,,,,,,,,,,0.0,,,,23.0,,,,-15.0,,,,,,,,,,,,,,-0.197,,,,-0.108,,0.0,,,-16.0,,,,,0
14764,,,,-3.0,121.0,,,,,,,,,,0.0,,,,-85.0,,,0.009000000000000001,364.0,,,,,,,,,,,,,,,,,,-48.0,,0.0,,,31.0,,,,,0
14765,-0.014,,,-4.0,,,,,,,,,,,0.0,,,,-38.0,,,,-0.103,,0.0,,,,,,,,,,,,294.0,,,,0.013,,0.0,,,-0.08199999999999999,,,,,0
14766,,,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.006999999999999999,,0.0,,,,,,,,,,,,-0.343,,,,-0.018000000000000002,,0.0,,,-86.0,0.013,,,,0
14767,,,,-4.0,,,,,,,,,,,0.0,,,,38.0,,,,,,,,,,,,12.0,,-45.0,,,,,,-204.0,,,,0.0,,,-31.0,,,,2.0,0
14771,,,,1.0,0.119,,,,,,,,,,0.0,,,,-193.0,,,-151.0,73.0,,,,,,,,,,,,,,,,,,0.16399999999999998,,0.0,,,43.0,,,,,0
14772,,12.0,,6.0,,,,,,,,,,,0.0,,,,129.0,,,,,,,,,,,,,,,,,,0.5670000000000001,,,,,,,,,,,,,,0
14773,,0.0,,0.0,-42.0,,,,,,,,,,0.0,,185.0,,23.0,,,,-12.0,65.0,,,-19.0,,,,,,,-153.0,,,,,,,-0.16899999999999998,,,-0.29100000000000004,,67.0,,0.036000000000000004,,,0
14776,,0.0,,-1.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,,,,,,,,,,,,,-33.0,,,,,,,,,16.0,0.17600000000000002,,,,0
14778,,,,1.0,,,,,,,,,,,0.0,,,,-0.118,,,79.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.02,,,,,0
14780,0.238,0.0,,-5.0,,,,,,,,,,,0.0,,,,-228.0,,,,-114.0,,,,,,,,,,,,,,-0.197,,,,0.013,,,,,24.0,,,,,0
14782,,,,,,,,,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,,0.0,,,,,,,,,,,0
14783,,0.0,,-5.0,,,,,,,,,,,0.0,,,,401.0,,,,-0.041,,,,,,,,,,,,,,-0.197,,,,-0.018000000000000002,,,,,-0.02,-17.0,,,,0
14784,-83.0,,,0.0,,,,,,,,,,,0.0,,,,258.0,,,,125.0,,0.0,,,,,,,,,,,,-179.0,,,,43.0,,0.0,,,-0.027000000000000003,,,,,0
14786,,,,4.0,-0.14,,,,,,,,,,0.0,,,,-0.097,,,-159.0,-31.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,-55.0,,,,,0
14787,294.0,,,-5.0,,,,,,,,,,,0.0,,,,-0.029,,,,-62.0,,0.0,,,,,,,,,,,,294.0,,,,43.0,,0.0,,,31.0,,,,,0
14788,0.17800000000000002,,,-5.0,,,,,,,,,,,0.0,,,,-85.0,,,,-0.108,,0.0,,,,,,,,,,,,294.0,,,,0.16399999999999998,,0.0,,,43.0,-34.0,,,,0
14789,,,,6.0,,,,,,,,,,-79.0,0.0,,,,-0.054000000000000006,,,,,,,,,,,,-0.08800000000000001,,,,,,,,,,,,0.0,,,0.059,,,,0.058,0
14792,,,,-2.0,,,,,,,,,,,0.0,,,,-0.097,,,,138.0,,,,,,,,,,,,,,312.0,,,,-0.108,,0.0,,,-35.0,,,,,0
14793,,,,-5.0,,,,,,,,,,,0.0,,,,-66.0,,,,-2.0,,,,,,,,,,,,,,-179.0,,,,43.0,,0.0,,,-0.08199999999999999,-133.0,,,,0
14795,,,,3.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,3.0,,,,,,0.0,,,75.0,0.08,,,,0
14796,,0.0,,1.0,,,,,,,,,,,0.0,,,,12.0,,,,107.0,,,,,,,,,,,,,,,,,,195.0,,,,,-63.0,,,,0.058,0
14797,,,,4.0,,,,,,,,,,,0.0,,,,-174.0,,,,-69.0,,0.0,,,,,,,,,,,,276.0,,,,0.16399999999999998,,0.0,,,39.0,,,,,0
14799,,,,1.0,0.123,,,,,,,,,,0.0,,,,131.0,,,5.0,6.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,24.0,,,,,0
14802,115.0,,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,,-0.041,,0.0,,,,,,,,,,,,3.0,,,,-0.108,,0.0,,,-8.0,,,,,0
14804,,0.0,,-2.0,,,,,,,,,,0.14300000000000002,0.0,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.0,,,,0.058,0
14812,,0.0,,-3.0,-98.0,,,,,,,0.34,,,0.0,,,,-85.0,,,,-51.0,,,,,,,,,,,,,,,4.0,,,-0.108,,,,,-0.027000000000000003,,,,,0
14820,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,-49.0,,,,,,,,,,,,,,-0.197,,,,-78.0,,,,,12.0,,,,,0
14821,,0.0,,-2.0,,,,,,,,,,,0.0,,,,-38.0,,,,115.0,,,,,,,,,,,,,,-15.0,,,,-0.108,,,,,-86.0,,,,,0
14822,,,,1.0,,,174.0,,,141.0,,,,,0.0,,,,-207.0,,,,-38.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,-0.108,0.0,,,-43.0,,,,,0
14826,,,,-3.0,,,,,,,,,,,0.0,,,,-201.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,67.0,,,,,0
14828,,,,-3.0,,,,,,,,,,,0.0,,,,0.04,,,,,,,,,,,,12.0,,,,,,,,,,,,0.0,,,86.0,,,,0.058,0
14829,,0.0,,-5.0,-0.09,,,,,35.0,,,,,0.0,,,,12.0,,,,-75.0,,,,,,,,,,,,0.028,,,,,,-0.018000000000000002,-0.026,,,,-51.0,,,,,0
14833,,,,0.0,-87.0,,,,,,,,,,0.0,,,,0.238,149.0,,,-0.08800000000000001,,,,,,,,,,,,,,,,,,0.16399999999999998,,0.0,,,-43.0,,,,,0
14838,0.14800000000000002,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.097,,,,182.0,,,,,,,,,,,,,,312.0,,,,-0.018000000000000002,,,,,0.059,,,,,0
14840,,0.0,,-3.0,,,,,,,,,,,0.0,,,,0.04,,,,,,,,,,,,12.0,,,,,,,,217.0,,,,,,,75.0,,,,0.058,0
14844,228.0,,,6.0,,,,,,,,,,,0.0,,,,-228.0,,,,-0.08800000000000001,,0.0,,,,,,,,,,,,-0.197,,,,73.0,,0.0,,,78.0,,,,,0
14849,2.0,,,8.0,-42.0,,,,,,,,,,0.0,,,,-207.0,,,,-0.08199999999999999,,,,,,,,,,,,,,-15.0,,,,-0.108,,0.0,,,43.0,,,,,0
14852,,,,4.0,,,,,,-76.0,,,,,0.0,,,,12.0,,,,-62.0,,,,,,,,,,,,6.0,,,,,,0.013,-0.05,0.0,,,55.0,,,,,0
14853,0.246,0.0,,-1.0,,,,,,,,,,,0.0,,,,0.393,,,,-5.0,,0.0,,,,,,,,,,,,-0.197,,,,-0.018000000000000002,,,,,-0.08199999999999999,,,,,0
14854,,,,3.0,,,,,,,,,,-86.0,0.0,,,,2.0,,,,,,,,,,,,12.0,,,,,,,,,,,,0.0,,,102.0,,,,2.0,0
14855,,,,0.0,,,,,,,,,,,0.0,,,,-0.097,,,,19.0,,,,,,,,,,,,,,0.33,,,,-78.0,,0.0,,,-12.0,,,,,0
14857,,,,4.0,,,,,,,,,,-19.0,0.0,,,,-0.097,,,,-0.018000000000000002,,,,,,,,12.0,,,,,,,,,,-139.0,,0.0,,,39.0,,,,-53.0,0
14858,,,,-5.0,,,,,,,,,,,0.0,,,,-193.0,,,,-85.0,,,,,,,,,,,,,,0.33,,,,0.013,,0.0,,,98.0,,,,,0
14859,,0.0,,0.0,,,,,,,,,,,0.0,,,,-38.0,,,,-69.0,,0.0,,,,,,,,,,,,294.0,,,,-48.0,,,,,-55.0,,,,,0
14861,-77.0,,,,,,,,61.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-179.0,,,0.0,,,,,,,,,,,0
14862,,0.0,,-1.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.208,,0.0,,,,,,,,,,,,-15.0,,,,-0.018000000000000002,,,,,24.0,-174.0,,,,0
14864,,,,-5.0,,,,,,,,,,,0.0,,,,-228.0,,,,-0.018000000000000002,,,,,,,,,,-0.014,,,,,,,,-139.0,,0.0,,,0.08199999999999999,,,,2.0,0
14865,,,,0.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,-5.0,,,,,,,,,,,,,,-161.0,,,,0.013,,0.0,,,43.0,,,,,0
14866,-151.0,0.0,,3.0,,,,,,,,,,,0.0,,,,0.056,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,63.0,133.0,,,,0
14870,-122.0,0.0,,3.0,95.0,,,,,,,,,,0.0,,,,-0.029,,,,,,0.0,,,,,,,,,,,,0.33,,,,,,,,,,,,,,0
14871,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-174.0,,,,0.027000000000000003,,,,,,,,12.0,,,,,,,,-24.0,,285.0,,,,,8.0,,,,2.0,0
14873,106.0,0.0,,2.0,254.0,,,,,,,,,,0.0,,,,19.0,,,,,,,,,,,,,,,,,,0.3670000000000001,,,,,,,,,,,,,,0
14875,,,,6.0,-69.0,,,,,,,,,,0.0,,,,0.238,,,-0.044,-0.059,,,,,,,,,,,,,,,,,,-78.0,,0.0,,,-8.0,,,,,0
14876,,0.0,,-2.0,,,,,,,,,,,0.0,,,,-207.0,,,,141.0,,,,,,,,,,,,,,312.0,,,,-0.199,,,,,-0.027000000000000003,,,,,0
14879,,0.0,,3.0,77.0,,,,,,,,,,0.0,,,,-0.054000000000000006,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,0
14880,,,,1.0,,,,,,,,,,,0.0,,,,-0.118,,,,-23.0,,0.0,,,,,,,,,,,,-179.0,,,,0.104,,0.0,,,0.0,255.0,,,,0
14882,182.0,0.0,,0.006999999999999999,-0.036000000000000004,,,,,,,,,,0.0,,,,0.448,,,,-0.08,,0.0,,,,,,,,,,,,-215.0,,,,-0.108,,,,,-35.0,,,,,0
14883,-0.16699999999999998,0.0,,1.0,,,,,,,,,,,0.0,,,,-207.0,,,,47.0,,,,,,,,,,,,,,-33.0,,,,-48.0,,,,,-0.059,,,,,0
14891,,0.0,,4.0,,,,,,,,,,,0.0,,,,-146.0,,,,-64.0,,,,,,,,,,,,,,-179.0,,,,-48.0,,,,,-43.0,,,,,0
14893,,0.0,,-3.0,-0.014,,,,,,,,,,0.0,,,,131.0,,,-106.0,-69.0,,,,,,,,,,,,,,,,,,-0.199,,,,,-12.0,,,,,0
14894,,0.0,,0.0,64.0,,,,,,,,,,0.0,,,,12.0,21.0,,,-46.0,,,,,,,,,,,,,,,,,,225.0,,,,,-63.0,,,,,0
14896,,,,1.0,,,,,,,,,,,0.0,,,,0.15,,,78.0,19.0,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,-75.0,,,,,0
14897,,0.0,,-2.0,-257.0,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,0.08199999999999999,,,,,0
14898,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.15,,,,-46.0,,,,,,,,12.0,,,,,,,,16.0,,43.0,,,,,-39.0,,,,0.058,0
14901,284.0,0.0,,6.0,,,,,,,,,,,0.0,,,,12.0,,,,-31.0,,,,,,,,,,,,,,-0.197,,,,43.0,,,,,-51.0,,,,,0
14905,0.097,0.0,,-1.0,,,,,,,,,,,0.0,,,,0.23,,,,-0.054000000000000006,,0.0,,,,,,,,,,,,-15.0,,,,-0.199,,,,,67.0,,,,,0
14906,,0.0,,0.0,,,,,,,,,,,0.0,,,,121.0,,,,177.0,,,,,,,,,,,,,,-233.0,,,,255.0,,,,,-0.027000000000000003,-75.0,,,,0
14907,,,,-5.0,,,,,,,,,,177.0,0.0,,,,-66.0,,,,-85.0,,,,,,,,,,,,,,,,-4.0,,73.0,,0.0,,,-0.059,,,,-109.0,0
14914,0.097,,,-2.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.08199999999999999,,0.0,,,,,,,,,,,,3.0,,,,-0.018000000000000002,,0.0,,,-71.0,,,,,0
14917,,0.0,,1.0,,,,,,,,,,,0.0,,,,258.0,,,,99.0,,,,,,,,,,,,,,312.0,,,,225.0,,,,,-51.0,,,,,0
14918,-207.0,0.0,,4.0,,,,,,,,,,,0.0,,,,-165.0,,,,-0.103,,,,,,,,,,,,,,-0.343,,,,-48.0,,,,,-39.0,,,,,0
14920,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,0.12,0.0,,,,,,,,,,-109.0,0
14922,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-146.0,,,,-77.0,,0.0,,,,,,,,,,,,3.0,,,,-48.0,,,,,-0.09,,,,,0
14929,,0.0,,-3.0,,,,,,,,,,,0.0,,,,12.0,,,,-0.036000000000000004,,,,,,,,,,,,,,-33.0,,,,43.0,,,,,-47.0,,,,,0
14932,25.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.097,,,,45.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.16899999999999998,,,,,75.0,,,,,0
14934,,,,-3.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.037000000000000005,,0.0,,,,,,,,,,,,294.0,,,,-139.0,,0.0,,,24.0,-91.0,,,,0
14938,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-228.0,,,,-134.0,,,,,,,,12.0,,,,,,,,,,0.16399999999999998,,,,,51.0,,,,-53.0,0
14943,,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,,-0.101,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-78.0,,,,,-16.0,,,,,0
14944,,0.0,,3.0,0.118,,,,,,,,,,0.0,,,,-85.0,,,135.0,-0.09,,,,,,,,,,,,,,,,,,0.104,,,,,24.0,,,,,0
14946,-0.036000000000000004,,,4.0,,,,,,,,,,,0.0,,,,0.23,,,,276.0,,,,,,,,,,,,,,-0.197,,,,-78.0,,0.0,,,4.0,-159.0,,,,0
14947,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215.0,,,0.0,,,,,,,,,,,0
14950,,,,2.0,,,,,,,,,,-0.06,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,,,48.0,,,,0.0,,,0.09,,,,-53.0,0
14952,2.0,,,-4.0,,,,,,,,,,,0.0,,,,-66.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,196.0,,,,,0
14953,,,,-4.0,,,,,,,,,,-0.052000000000000005,0.0,,,,154.0,,,,,,,,,,,,,,,,,,,,-4.0,,,,0.0,,,0.027000000000000003,,,,-0.16399999999999998,0
